Address,Lat,Lon,Flood_Zone,nine,twentyone,thirtysix,Reclaimed,Flipped,Price,Price_Diff,Proptype,Year_Built,Times_Sold,Year_Sold
1091 Boylston St #53,42.347058,-71.088989,0,0,0,0,0,0,467500,0,Condominium,1900,1,2014
11 Louders Ln,42.305741,-71.125136,0,0,0,0,0,0,467500,78000,Single-Family,1963,3,2012
118 Draper St,42.304937,-71.065285,0,0,0,0,0,0,467500,0,Two-Family,1910,1,2006
12 Ashley St #3,42.32082,-71.103711,0,0,0,0,0,1,467500,35000,Condominium,2015,2,2016
12 Durham St #3,42.344101,-71.081146,0,0,0,0,1,0,467500,45000,Condominium,1885,2,2004
1241-1251 Adams St #411F,42.271703,-71.068044,0,0,0,0,0,0,467500,205000,Condominium,1900,2,2018
14 Birchland Ter,42.274292,-71.163089,0,0,0,0,0,0,467500,159000,Single-Family,1955,3,2016
140 Kilsyth Rd #7,42.339413,-71.146989,0,0,0,0,0,0,467500,165000,Condominium,1912,2,2008
145 Pinckney St #627,42.358897,-71.07179,0,0,0,0,1,0,467500,263000,Condominium,1952,2,2016
146 Chandler St #2,42.346034,-71.073998,0,0,0,1,1,0,467500,121000,Condominium,1899,5,2001
148 M St #1,42.333011,-71.033156,0,0,0,0,0,0,467500,295000,Condominium,1890,2,2009
15 Garrison St #5,42.34606,-71.080024,0,0,0,1,1,0,467500,185000,Condominium,1899,2,2018
15 Harvest St #3,42.322578,-71.057028,0,0,0,0,0,0,467500,15000,Condominium,1896,2,2018
15 Lasell St,42.286531,-71.169947,0,0,0,0,0,0,467500,2000,Single-Family,1915,2,2004
154 Arlington St,42.35256,-71.158849,0,0,0,0,0,0,467500,235000,Single-Family,1925,2,2016
156 Porter St #313,42.371903,-71.034063,0,0,0,0,0,0,467500,102000,Condominium,1910,3,2017
156 Porter St #414,42.371903,-71.034063,0,0,0,0,0,3,467500,92000,Condominium,1910,4,2019
156-160 Chelsea St #303,42.373756,-71.034454,0,0,1,1,0,0,467500,125000,Condominium,1945,2,2015
1670 Washington St #5,42.337437,-71.075544,0,0,0,1,0,0,467500,54000,Condominium,1899,8,2010
18 Embassy Rd,42.341604,-71.154965,0,0,0,0,0,0,467500,0,Single-Family,1915,2,2009
195 Beacon St #10,42.354226,-71.076657,0,0,0,0,1,0,467500,315000,Condominium,1905,2,2019
2 Boylston St #5,42.319606,-71.111586,0,0,0,0,0,0,467500,0,Condominium,2006,2,2007
2 Fayette St #3,42.349333,-71.066459,0,0,0,0,0,0,467500,120000,Condominium,1970,4,2008
20 Forbes St #1,42.321761,-71.107551,0,0,0,0,0,0,467500,166000,Condominium,1905,3,2009
210 Mount Vernon St,42.287625,-71.163356,0,0,0,0,0,0,467500,215000,Single-Family,1970,2,2007
219 Leyden St,42.388474,-71.0034,0,0,0,0,0,0,467500,125000,Two-Family,1900,2,2013
22 E Springfield St #2,42.336483,-71.075666,0,0,0,1,0,0,467500,195000,Condominium,1880,2,2009
239 Commonwealth Ave #10,42.350978,-71.082703,0,0,0,0,1,0,467500,0,Condominium,1900,2,2016
241 Centre St,42.293297,-71.063027,0,0,0,0,0,0,467500,0,Two-Family,1880,1,2005
270 Spring St,42.273269,-71.170377,0,0,0,0,0,0,467500,36000,Two-Family,1920,2,2009
30 Alpheus Rd,42.271442,-71.128063,0,0,0,0,0,0,467500,0,Single-Family,1966,1,2022
30 Tremlett St,42.295139,-71.069131,0,0,0,0,0,0,467500,0,Condominium,1920,3,2006
31 Massachusetts Ave #5-4,42.35035,-71.089379,0,0,0,0,1,0,467500,61000,Condominium,1869,3,2012
32 Montmorenci Ave,42.391575,-71.008775,0,0,0,0,0,0,467500,165000,Single-Family,1930,2,2004
35 Hollander St,42.315933,-71.090034,0,0,0,0,0,0,467500,403000,Three-Family,1905,3,2016
38 Claymoss Rd,42.344201,-71.145408,0,0,0,0,0,0,467500,0,Two-Family,1920,1,2000
399 E 7th St #2,42.332147,-71.043321,0,0,0,0,0,0,467500,305000,Condominium,1905,2,2006
405 Marlborough St #32,42.350289,-71.088605,0,0,0,0,1,0,467500,105000,Condominium,1890,2,2010
42 8th St #4311,42.374776,-71.052581,0,0,1,1,1,0,467500,95000,Condominium,1899,2,2006
464-466 E 6th St #1,42.333086,-71.04211,0,0,0,0,0,0,467500,205000,Condominium,1904,2,2017
48 Beacon St #6F,42.356689,-71.067678,0,0,0,0,0,0,467500,0,Condominium,1930,1,2009
480 Shawmut Ave #4B,42.338458,-71.076189,0,0,0,1,0,0,467500,165000,Condominium,1900,2,2007
49 Augustus Ave,42.280652,-71.129612,0,0,0,0,0,0,467500,235000,Single-Family,1953,2,2013
51 Hemenway St #1,42.345199,-71.089608,0,0,0,0,0,0,467500,125000,Condominium,1900,4,2013
55 Sturbridge St,42.272763,-71.074393,0,0,0,0,0,0,467500,504000,Three-Family,1900,2,2017
55 Warren Ave,42.252019,-71.116362,0,0,0,0,0,0,467500,345000,Single-Family,1962,2,2003
58 Msgr Patrick J Lydon Way,42.288968,-71.060483,0,0,0,0,0,0,467500,205000,Three-Family,1900,2,2011
6 Haverford St #3,42.312007,-71.10309,0,0,0,0,0,3,467500,76000,Condominium,1900,5,2013
6 Whittier Pl #10A,42.365893,-71.067451,0,0,0,0,0,0,467500,59000,Condominium,1964,5,2010
6 Whittier Pl #12E,42.366192,-71.06722,0,0,0,0,1,0,467500,0,Condominium,1964,1,2004
63 Imbaro Rd,42.243279,-71.138332,0,0,0,0,0,1,467500,85000,Single-Family,1910,2,2019
65 Rutland St #2,42.340931,-71.077372,0,0,0,1,1,0,467500,99000,Condominium,1899,5,2010
678 Bennington St,42.384363,-71.013885,0,0,1,1,0,0,467500,300000,Two-Family,1900,3,2020
684 Massachusetts Ave #4,42.335964,-71.076084,0,0,0,1,0,0,467500,75000,Condominium,1910,3,2011
7 Cross St,42.376355,-71.062748,0,0,0,0,0,0,467500,135000,Single-Family,1865,2,2005
7 Denby Rd,42.355172,-71.134522,0,0,0,0,0,0,467500,365000,Three-Family,1935,2,2011
75 Richview St,42.277661,-71.061086,0,0,0,0,0,0,467500,235000,Single-Family,1922,2,2014
78 Rutland St #2,42.340412,-71.076884,0,0,0,1,1,0,467500,98000,Condominium,1895,4,2019
80 A St #6,42.342275,-71.055116,0,0,0,0,0,0,467500,135000,Condominium,2003,2,2004
80 Russell St,42.38018,-71.067564,0,0,0,0,0,0,467500,0,Three-Family,1870,1,2011
9 Hawthorne Pl #6D,42.363479,-71.066446,0,0,0,0,0,0,467500,115000,Condominium,1967,2,2010
9 O St #1,42.338002,-71.029432,0,0,0,0,0,0,467500,206000,Condominium,1890,3,2016
94 High St #1,42.377586,-71.065454,0,0,0,0,0,0,467500,165000,Condominium,1875,2,2007
95 Murdock St,42.352939,-71.146247,0,0,0,0,0,0,467500,52000,Single-Family,1930,3,2007
97 Anderer Ln #103,42.293804,-71.16978,0,0,0,0,0,0,467500,0,Condominium,1989,1,2019
10 Saint Lukes Rd,42.351555,-71.127111,0,0,0,0,0,0,467000,0,Three-Family,1920,1,2002
11 Castlegate Rd,42.307197,-71.083802,0,0,0,0,0,0,467000,76000,Three-Family,1890,6,2005
116-116A Brunswick St,42.311052,-71.080387,0,0,0,0,0,0,467000,210000,Three-Family,1920,5,2008
163-165 Chestnut Hill Ave #4,42.342273,-71.154054,0,0,0,0,0,0,467000,160000,Condominium,2002,2,2005
16-A Meehan St #1,42.309935,-71.106245,0,0,0,0,0,0,467000,236000,Condominium,2010,2,2010
19 Boylston St #2,42.318662,-71.110321,0,0,0,0,0,0,467000,186000,Condominium,1905,2,2009
197 Neponset Ave,42.292546,-71.050444,0,0,0,0,0,0,467000,121000,Single-Family,2006,4,2004
198 W 3rd St #2,42.339305,-71.049301,0,0,0,0,0,0,467000,156000,Condominium,2006,2,2007
2 Clarendon St #302,42.344091,-71.072116,0,0,0,1,1,0,467000,206000,Condominium,1988,2,2015
20 Granada Ave,42.277996,-71.128269,0,0,0,0,0,0,467000,0,Single-Family,1910,1,2004
22 Abbey Rd #3,42.361249,-71.141476,0,0,0,0,0,0,467000,0,Condominium,1953,2,2013
224 Neponset Valley Pkwy,42.236757,-71.129907,0,0,0,0,0,0,467000,244000,Single-Family,1941,2,2017
25 Peverell St #3,42.313283,-71.06083,0,0,0,0,0,0,467000,296000,Condominium,1920,2,2006
27 Harwood St,42.285994,-71.08705,0,0,0,0,0,3,467000,89000,Three-Family,1910,4,2018
28 Mount Ida Rd,42.306242,-71.064951,0,0,0,0,0,0,467000,0,Three-Family,1900,1,2014
282 Fairmount Ave,42.248033,-71.113571,0,0,0,0,0,0,467000,131000,Single-Family,1945,4,2015
28-34 Seaverns Ave #14,42.311931,-71.112541,0,0,0,0,0,0,467000,16000,Condominium,1880,2,2006
287 K St,42.333719,-71.037475,0,0,0,0,0,0,467000,0,Single-Family,1850,1,2002
29 Pratt St,42.354974,-71.128509,0,0,0,0,0,0,467000,0,Two-Family,1920,1,2010
300 Allston St #317,42.344318,-71.140495,0,0,0,0,0,0,467000,24000,Condominium,2002,2,2009
300 Boylston St #518,42.351851,-71.070215,0,0,0,1,1,0,467000,0,Condominium,1988,2,2004
33 Delle Ave,42.331213,-71.098796,0,0,0,0,0,0,467000,86000,Two-Family,1890,2,2005
35 Kirkwood Rd #35,42.341011,-71.156771,0,0,0,0,0,0,467000,0,Condominium,1933,1,2007
42 8th St #3111,42.374776,-71.052581,0,0,1,1,1,0,467000,0,Condominium,1899,1,2004
42 Meadowbank Ave,42.269845,-71.082384,0,0,0,0,0,0,467000,0,Two-Family,1945,1,2007
448 Shawmut Ave #1,42.339293,-71.075146,0,0,0,1,0,3,467000,92000,Condominium,1985,6,2010
460 Massachusetts Ave #1,42.340378,-71.08123,0,0,0,0,0,0,467000,147000,Condominium,1899,2,2000
47 Wyman St #47,42.32082,-71.1057,0,0,0,0,0,0,467000,0,Condominium,2002,1,2009
486 E 3rd St #8,42.336502,-71.04041,0,0,0,0,0,0,467000,0,Condominium,1900,1,2018
5 Grove St #6,42.360938,-71.06886,0,0,0,0,0,0,467000,120000,Condominium,1899,4,2008
517 E 6th St #2,42.332945,-71.039768,0,0,0,0,0,0,467000,94000,Condominium,1900,3,2003
519 E 6th St #1,42.333042,-71.039549,0,0,0,0,0,0,467000,102000,Condominium,1900,4,2015
519 Harrison Ave #D219,42.341505,-71.067062,0,0,0,1,0,0,467000,0,Condominium,2002,1,2003
529-531 Gallivan Blvd,42.282617,-71.054592,0,0,0,0,0,0,467000,0,Two-Family,1905,1,2013
548 Massachusetts Ave #2,42.33891,-71.079674,0,0,0,1,1,0,467000,0,Condominium,1900,1,2003
560 E 8th St #2,42.331495,-71.039122,0,0,0,0,0,0,467000,79000,Condominium,1890,4,2009
5-B Louis Ter #5B,42.287756,-71.056938,0,0,0,0,0,0,467000,0,Condominium,2010,1,2018
62 Mozart St,42.32067,-71.104394,0,0,0,0,0,0,467000,0,Three-Family,1915,3,2005
64 Florida St,42.289893,-71.059125,0,0,0,0,0,0,467000,93000,Three-Family,1900,4,2004
64 Horace St,42.382261,-71.017354,0,0,0,0,0,1,467000,184000,Two-Family,1910,2,2016
67 Jamaica St #3,42.305335,-71.117617,0,0,0,0,0,0,467000,204000,Condominium,1905,3,2011
76 Commonwealth Ave #6,42.352317,-71.075209,0,0,0,0,1,0,467000,184000,Condominium,1900,2,2015
798-C E 3rd St,42.336703,-71.027862,0,0,0,0,0,0,467000,0,Single-Family,1994,1,2011
80 Broad St #909,42.357638,-71.052772,0,0,1,1,1,0,467000,97000,Condominium,2006,3,2009
83 Main St #5,42.373898,-71.062901,0,0,0,0,0,0,467000,0,Condominium,1880,1,2012
87 Revere St #2,42.359623,-71.069695,0,0,0,0,0,0,467000,6000,Condominium,1899,2,2005
89 Tyndale St,42.28713,-71.140609,0,0,0,0,0,0,467000,0,Two-Family,1925,1,2009
9 High Rock Way #3,42.35128,-71.139226,0,0,0,0,0,0,467000,0,Condominium,1899,1,2017
1 Louis D Brown Way,42.300526,-71.06925,0,0,0,0,0,0,466500,253000,Three-Family,1890,3,2001
10 E Springfield St #1,42.336616,-71.075824,0,0,0,1,0,0,466500,0,Condominium,1900,1,2004
10 Mitchell St #3,42.332513,-71.052292,0,0,0,1,1,0,466500,107000,Condominium,1905,4,2007
109-119 Beach St #2G,42.350718,-71.058047,0,0,1,1,1,0,466500,101000,Condominium,1899,3,2019
111 Glenway St,42.299519,-71.081739,0,0,0,0,0,2,466500,233000,Three-Family,1915,2,2004
112 Pinckney St #1,42.358717,-71.071901,0,0,0,0,1,0,466500,85000,Condominium,1910,4,2015
12 Victoria St #1,42.315412,-71.056991,0,0,0,0,0,0,466500,342000,Condominium,1880,2,2008
12 Washington St #4,42.372605,-71.063972,0,0,0,0,0,0,466500,10000,Condominium,1899,5,2008
124 Everett St #1,42.366974,-71.033285,0,0,1,1,0,0,466500,112000,Condominium,1900,4,2018
17 Ellwood St #3,42.373911,-71.059568,0,0,0,0,0,0,466500,92000,Condominium,1875,4,2007
180 Beacon St #15D,42.35455,-71.075815,0,0,0,0,1,0,466500,213000,Condominium,1968,3,2008
20 Gloucester St #1R,42.350724,-71.085044,0,0,0,0,1,3,466500,73000,Condominium,1920,5,2002
20 Hilton St,42.261239,-71.120837,0,0,0,0,0,0,466500,427000,Single-Family,1920,2,2000
23-23A Asticou Rd #2,42.300228,-71.115838,0,0,0,0,0,0,466500,156000,Condominium,1910,3,2014
26-28 Hano St,42.35589,-71.137053,0,0,0,0,0,0,466500,140000,Two-Family,1890,5,2008
277 Beacon St #3A,42.35327,-71.080143,0,0,0,1,1,0,466500,81000,Condominium,1876,5,2000
32-34 Kingsdale St,42.294982,-71.080559,0,0,0,0,0,0,466500,0,Three-Family,1900,1,2006
33 Moultrie St,42.291688,-71.069389,0,0,0,0,0,0,466500,357000,Two-Family,1890,2,2011
35 Joan Rd,42.253453,-71.143693,0,0,0,0,0,0,466500,413000,Single-Family,1950,2,2022
356 Bunker Hill St #1,42.381624,-71.068237,0,0,0,0,0,0,466500,55000,Condominium,1885,4,2004
37 Iroquois St,42.330252,-71.104453,0,0,0,0,0,0,466500,156000,Single-Family,1926,3,2015
373 Commonwealth Ave #301,42.349307,-71.0909,0,0,0,0,1,0,466500,98000,Condominium,1890,2,2008
39 Story St #1,42.333291,-71.043147,0,0,0,0,0,3,466500,98000,Condominium,1890,6,2012
399 E 7th St #1,42.332147,-71.043321,0,0,0,0,0,0,466500,3000,Condominium,1905,2,2005
406 Hanover St #3,42.366051,-71.052925,0,0,0,0,0,0,466500,408000,Condominium,1875,2,2002
411 Marlborough St #3,42.350214,-71.088883,0,0,0,0,1,0,466500,175000,Condominium,1880,3,2006
42 8th St #4205,42.374776,-71.052581,0,0,1,1,1,0,466500,29000,Condominium,1899,5,2022
44 Cerdan Ave,42.291339,-71.142397,0,0,0,0,0,0,466500,60000,Single-Family,1938,3,2004
479 Massachusetts Ave #1,42.339609,-71.080891,0,0,0,1,0,3,466500,52000,Condominium,1900,3,2003
49 Gerrish St,42.356093,-71.163814,0,0,0,0,0,0,466500,0,Single-Family,1890,1,2004
50 H St #3,42.336754,-71.041588,0,0,0,0,0,0,466500,178000,Condominium,1905,3,2006
53 Bennett St,42.351875,-71.155875,0,0,0,0,0,0,466500,0,Single-Family,1890,2,2007
537 Massachusetts Ave #2,42.338199,-71.079728,0,0,0,1,0,0,466500,20000,Condominium,1899,3,2011
5-9 Hudson St #4S,42.350309,-71.060208,0,0,1,1,1,0,466500,133000,Condominium,1910,3,2001
9 W Broadway #119,42.342851,-71.057227,0,0,0,0,0,0,466500,213000,Condominium,1906,2,2006
10 Clover St #2,42.285447,-71.044966,0,0,1,1,0,0,466000,70000,Condominium,1906,2,2021
104 Laurie Ave,42.272274,-71.167803,0,0,0,0,0,0,466000,0,Single-Family,1950,1,2018
1085 Dorchester Ave,42.31365,-71.057174,0,0,0,0,0,2,466000,61000,Three-Family,1905,5,2006
11 Franklin St,42.377971,-71.067348,0,0,0,1,0,0,466000,143000,Three-Family,1875,8,2001
11 Parker St #1,42.383803,-71.078778,0,0,0,0,0,0,466000,104000,Condominium,1900,3,2016
117 H St,42.333743,-71.041629,0,0,0,0,0,0,466000,244000,Single-Family,1900,2,2007
118 South St #2A,42.350854,-71.057198,0,0,1,1,1,0,466000,72000,Condominium,1910,2,2002
14 Bradford St #2,42.342905,-71.068576,0,0,0,1,1,0,466000,111000,Condominium,1890,2,2001
15 Abbot St,42.297607,-71.086699,0,0,0,0,0,0,466000,0,Three-Family,1910,1,2003
16 Bardwell St,42.308241,-71.116477,0,0,0,0,0,0,466000,132000,Two-Family,1916,2,2002
188 Bolton St #1,42.339185,-71.048362,0,0,1,1,0,0,466000,248000,Condominium,1905,2,2011
19 Colebrook St,42.332594,-71.042215,0,0,0,0,0,0,466000,114000,Single-Family,1890,6,2004
19 Revere St #2,42.359699,-71.066972,0,0,0,0,0,0,466000,196000,Condominium,1899,3,2017
197 8th St #705,42.374594,-71.052528,1,1,1,1,1,0,466000,31000,Condominium,1989,3,2004
2 Holbrook Ave,42.286898,-71.044202,0,0,0,0,0,0,466000,73000,Single-Family,1940,5,2018
21 Beacon St #10E,42.358102,-71.062597,0,0,0,0,0,0,466000,0,Condominium,1899,1,2015
21 Vista St,42.27904,-71.130918,0,0,0,0,0,0,466000,158000,Two-Family,1910,2,2001
21-23 Townsend St,42.319636,-71.093141,0,0,0,0,0,0,466000,248000,Two-Family,1910,2,2004
22 Barnard Pl,42.33716,-71.039145,0,0,0,0,0,0,466000,418000,Single-Family,1984,2,2003
250 Roslindale Ave #250,42.27971,-71.139491,0,0,0,0,0,0,466000,0,Condominium,2004,1,2005
259 Beacon St #21,42.353544,-71.079183,0,0,0,1,1,0,466000,75000,Condominium,1880,3,2002
261 Marlborough St #12,42.35189,-71.082636,0,0,0,0,1,0,466000,91000,Condominium,1930,3,2007
33 Commercial Wharf #31,42.362248,-71.051063,1,1,1,1,1,0,466000,65000,Condominium,1832,3,2006
33 Southbourne Rd,42.289715,-71.116401,0,0,0,0,0,0,466000,185000,Single-Family,1924,3,2000
4 Mead Street Ct,42.380151,-71.068293,0,0,0,0,0,0,466000,97000,Single-Family,1860,6,2000
40 Perthshire Rd #1,42.353699,-71.167667,0,0,0,0,0,0,466000,0,Condominium,1895,1,2011
42 8th St #1514,42.374776,-71.052581,0,0,1,1,1,0,466000,41000,Condominium,1899,5,2013
428 Medford St #5,42.382658,-71.066291,0,0,0,0,1,0,466000,246000,Condominium,1998,2,2000
47 Austin St,42.259215,-71.125879,0,0,0,0,0,0,466000,0,Single-Family,2005,1,2006
47 Juliette St,42.305244,-71.062458,0,0,0,0,0,0,466000,0,Three-Family,1925,1,2002
51 Bowdoin St,42.300448,-71.071911,0,0,0,0,0,0,466000,0,Three-Family,1905,2,2006
520 Shawmut Ave #1,42.337583,-71.077522,0,0,0,1,0,2,466000,38000,Condominium,1899,2,2013
557 E 4th St #1,42.334547,-71.042416,0,0,0,0,0,0,466000,99000,Condominium,1890,2,2008
62 Constance Rd,42.275344,-71.164737,0,0,0,0,0,0,466000,172000,Single-Family,1925,2,2016
69-71 Halifax St #1,42.320646,-71.114675,0,0,0,0,0,3,466000,73000,Condominium,1910,4,2006
7 Loyola Cir,42.275688,-71.148919,0,0,0,0,0,0,466000,0,Single-Family,1990,1,2003
77-79 Alicia Rd,42.281565,-71.068886,0,0,0,0,0,0,466000,0,Two-Family,1930,1,2003
84 Prince St #3D,42.3654,-71.055829,0,0,0,1,0,0,466000,161000,Condominium,1900,3,2012
86 P St #1,42.335232,-71.027169,0,0,0,0,0,0,466000,314000,Condominium,1915,2,2003
87 Norwell St,42.29949,-71.078947,0,0,0,0,0,0,466000,0,Two-Family,2004,1,2004
90 G St #2,42.332787,-71.044165,0,0,0,0,0,0,466000,97000,Condominium,1890,4,2018
97 F St,42.335693,-71.048928,0,0,0,0,0,0,466000,196000,Single-Family,1890,2,2006
10 Bowdoin St #211,42.360946,-71.063021,0,0,0,0,0,0,465500,0,Condominium,2003,1,2004
10 Centre Ln,42.27106,-71.160976,0,0,0,0,0,0,465500,0,Single-Family,1960,1,2017
11 Lasell St,42.286297,-71.170446,0,0,0,0,0,0,465500,235000,Single-Family,1953,2,2007
11 Sanford St,42.242329,-71.141738,0,0,0,0,0,0,465500,268000,Single-Family,2001,4,2017
110 O St #8,42.33468,-71.029206,0,0,0,0,0,0,465500,161000,Condominium,2000,4,2006
120 Commercial St #4-3,42.362133,-71.052603,0,1,1,1,1,0,465500,46000,Condominium,1870,5,2008
1259 Commonwealth Ave #5,42.350065,-71.132162,0,0,0,0,0,0,465500,143000,Condominium,1920,3,2006
14 Devon St,42.311263,-71.082304,0,0,0,0,0,0,465500,0,Three-Family,1905,3,2004
15 Snowden Way,42.291337,-71.091944,0,0,0,0,0,0,465500,0,Single-Family,2009,1,2014
151 Tremont St #12U,42.355397,-71.063003,0,0,0,0,0,0,465500,120000,Condominium,1968,4,2001
1686 Washington St #5,42.337254,-71.075796,0,0,0,1,0,0,465500,0,Condominium,1910,1,2000
1988 Commonwealth Ave #4,42.339424,-71.157736,0,0,0,0,0,0,465500,347000,Condominium,1927,2,2021
201 K St #2,42.336393,-71.037572,0,0,0,0,0,0,465500,79000,Condominium,2000,5,2010
21 Wormwood St #522,42.347341,-71.05033,1,1,1,1,1,0,465500,73000,Condominium,1900,5,2005
217 W 9th St,42.332784,-71.052118,0,0,0,1,0,0,465500,0,Three-Family,1880,2,2012
244 Brighton Ave #405,42.353324,-71.136263,0,0,0,0,0,0,465500,126000,Condominium,1899,3,2013
244 Gold St,42.335872,-71.048881,0,0,0,0,0,0,465500,124000,Single-Family,1890,4,2009
26 Hancock St #3,42.360696,-71.064344,0,0,0,0,0,0,465500,293000,Condominium,1880,2,2002
300 Allston St #302,42.343749,-71.141259,0,0,0,0,0,0,465500,69000,Condominium,2002,2,2014
38-40 Saint Botolph St #B2,42.346174,-71.079267,0,0,0,1,1,0,465500,160000,Condominium,1925,3,2015
45 Lourdes Ave #2,42.306831,-71.103781,0,0,0,0,0,0,465500,140000,Condominium,2004,3,2004
465 Commonwealth Ave #8,42.348734,-71.094003,0,0,0,0,1,0,465500,214000,Condominium,1855,3,2000
5 Glover Ct #2,42.331302,-71.056041,0,0,0,0,0,0,465500,219000,Condominium,2001,2,2002
64-66 Tremont St,42.350314,-71.1713,0,0,0,0,0,0,465500,301000,Two-Family,1900,2,2003
89 Waltham St #6,42.343123,-71.07043,0,0,0,1,1,0,465500,67000,Condominium,1890,2,2002
93 Draper St,42.304463,-71.06471,0,0,0,0,0,0,465500,61000,Three-Family,1905,2,2003
95 Gainsborough St #7,42.342473,-71.088869,0,0,0,0,0,0,465500,168000,Condominium,1915,4,2000
1 Charles St S #1607,42.351787,-71.067367,0,0,0,0,0,0,465000,0,Condominium,2004,1,2005
10 Fifield St,42.308645,-71.063382,0,0,0,0,0,0,465000,30000,Three-Family,1900,2,2014
10 Hackensack Ter,42.299295,-71.142391,0,0,0,0,0,0,465000,0,Single-Family,1970,1,2012
100 Emerson St #2,42.335938,-71.040703,0,0,0,0,0,0,465000,76000,Condominium,1890,5,2006
100 Hazelton St,42.281533,-71.097151,0,0,0,0,0,0,465000,0,Two-Family,1920,1,2004
100 Nottinghill Rd #1,42.343664,-71.148449,0,0,0,0,0,0,465000,80000,Condominium,1900,3,2017
103 Gainsborough St #108,42.342537,-71.089286,0,0,0,0,0,0,465000,127000,Condominium,1885,4,2008
103 Gainsborough St #205,42.342537,-71.089286,0,0,0,0,0,0,465000,0,Condominium,1885,1,2005
103 Gainsborough St #306,42.342537,-71.089286,0,0,0,0,0,0,465000,0,Condominium,1885,1,2010
104-104A Tyler St,42.348327,-71.061551,0,0,1,1,1,0,465000,0,Apartment,1899,1,2002
11 Lakeville Rd #2,42.316315,-71.114521,0,0,0,0,0,0,465000,0,Condominium,1904,2,2005
11 Leslie St,42.295544,-71.058935,0,0,0,0,0,0,465000,0,Three-Family,1905,1,2003
11 Park Dr #17,42.344604,-71.094755,0,0,0,0,1,0,465000,119000,Condominium,1920,4,2012
11 Treadway Rd,42.313288,-71.058013,0,0,0,0,0,0,465000,0,Three-Family,1905,1,2007
11 Willowdean Ave,42.292671,-71.147753,0,0,0,0,0,0,465000,0,Single-Family,1928,1,2013
116 Perham St,42.283606,-71.165222,0,0,0,0,0,0,465000,0,Single-Family,1880,1,2015
12 Everdean St #1,42.300774,-71.050812,0,0,0,1,0,0,465000,0,Condominium,2017,1,2020
12 Myles Standish Rd,42.276059,-71.151815,0,0,0,0,0,0,465000,0,Three-Family,1935,1,2001
12 Winchester St #3,42.349786,-71.067539,0,0,0,0,0,0,465000,0,Condominium,1910,1,2019
122 Calumet St #3,42.330778,-71.102842,0,0,0,0,0,0,465000,0,Condominium,1900,1,2007
1241-1251 Adams St #B408,42.272001,-71.068111,0,0,0,0,0,0,465000,80000,Condominium,1900,2,2015
1255 Commonwealth Ave #1,42.350209,-71.131872,0,0,0,0,0,0,465000,170000,Condominium,1920,2,2017
129 Pembroke St #2,42.342808,-71.077032,0,0,0,1,1,0,465000,0,Condominium,1950,1,2004
13 Westcott St,42.29398,-71.07912,0,0,0,0,0,0,465000,220000,Three-Family,1900,2,2016
13-15 Story St #1,42.333274,-71.043865,0,0,0,0,0,0,465000,0,Condominium,1890,1,2015
135 Dana Ave,42.248841,-71.121369,0,0,0,0,0,0,465000,0,Two-Family,1905,1,2003
137 Ormond St,42.283664,-71.094764,0,0,0,0,0,0,465000,0,Two-Family,1930,1,2014
14 Tesla St,42.266504,-71.096862,0,0,0,0,0,0,465000,0,Three-Family,1910,1,2006
14 Westmoor Cir,42.261234,-71.152286,0,0,0,0,0,0,465000,500000,Single-Family,1962,2,2018
141 W 2nd St #204,42.342284,-71.05277,0,0,0,0,0,0,465000,0,Condominium,1930,1,2010
15 Harvard St #1,42.372065,-71.062737,0,0,0,0,0,0,465000,0,Condominium,1875,1,2003
15 Sleeper St #104,42.351592,-71.049453,1,1,1,1,1,0,465000,0,Condominium,1911,1,2004
150 Tyndale St #2,42.287143,-71.142627,0,0,0,0,0,0,465000,143000,Condominium,1925,3,2016
151 Tremont St #16K,42.355397,-71.063003,0,0,0,0,0,0,465000,0,Condominium,1968,1,2016
151 Tremont St #20J,42.355397,-71.063003,0,0,0,0,0,0,465000,0,Condominium,1968,1,2007
156 Woodley Ave,42.261469,-71.151092,0,0,0,0,0,0,465000,0,Single-Family,1957,1,2017
16 Wellsmere Rd,42.281214,-71.136418,0,0,0,0,0,0,465000,0,Single-Family,1925,1,2018
1601-1603 Centre St,42.288616,-71.143396,0,0,0,0,0,0,465000,110000,Two-Family,1937,2,2002
